Price,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,CELG.R,CEROW,CELG.R,CEP,CEPI,CEPO,CEROW,CELG.R,CEP,CEPI,CEPO,CEROW,CELG.R,CEP,CEPI,CEPO,CEROW,CELG.R,CEP,CEPI,CEPO,CEROW,CELG.R,CEP,CEPI,CEPO,CEROW
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-13,,,,10.010000228881836,,,,,10.029999732971191,,,,,10.0,,,,,10.010000228881836,,,,,3862600.0,,,
2024-08-14,,,,10.010000228881836,,,,,10.029999732971191,,,,,10.010000228881836,,,,,10.010000228881836,,,,,1266500.0,,,
2024-08-15,,,,9.989999771118164,,,,,10.020000457763672,,,,,9.989999771118164,,,,,10.020000457763672,,,,,743100.0,,,
2024-08-16,,,,10.0,,,,,10.010000228881836,,,,,9.989999771118164,,,,,9.989999771118164,,,,,160800.0,,,
2024-08-19,,,,9.989999771118164,,,,,10.010000228881836,,,,,9.989999771118164,,,,,10.010000228881836,,,,,19000.0,,,
2024-08-20,,,,10.0,,,,,10.0,,,,,10.0,,,,,10.0,,,,,105500.0,,,
2024-08-21,,,,10.020000457763672,,,,,10.029999732971191,,,,,10.015000343322754,,,,,10.029999732971191,,,,,11600.0,,,
2024-08-22,,,,10.032999992370605,,,,,10.03499984741211,,,,,10.020000457763672,,,,,10.029999732971191,,,,,8600.0,,,
2024-08-23,,,,10.020000457763672,,,,,10.020000457763672,,,,,10.020000457763672,,,,,10.020000457763672,,,,,110000.0,,,
2024-08-26,,,,10.01099967956543,,,,,10.024999618530273,,,,,10.0,,,,,10.024999618530273,,,,,19400.0,,,
2024-08-27,,,,10.010000228881836,,,,,10.010000228881836,,,,,10.005000114440918,,,,,10.010000228881836,,,,,5500.0,,,
2024-08-28,,,,10.010000228881836,,,,,10.010000228881836,,,,,10.010000228881836,,,,,10.010000228881836,,,,,3000.0,,,
2024-08-29,,,,10.010000228881836,,,,,10.010000228881836,,,,,10.010000228881836,,,,,10.010000228881836,,,,,7600.0,,,
2024-08-30,,,,10.020000457763672,,,,,10.020000457763672,,,,,10.010000228881836,,,,,10.020000457763672,,,,,300.0,,,
2024-09-03,,,,10.020000457763672,,,,,10.050000190734863,,,,,10.0,,,,,10.010000228881836,,,,,161200.0,,,
2024-09-04,,,,10.020000457763672,,,,,10.020000457763672,,,,,10.020000457763672,,,,,10.020000457763672,,,,,0.0,,,
2024-09-05,,,,10.010000228881836,,,,,10.010000228881836,,,,,10.0,,,,,10.0,,,,,50200.0,,,
2024-09-06,,,,10.010000228881836,,,,,10.010000228881836,,,,,9.989999771118164,,,,,10.0,,,,,266900.0,,,
2024-09-09,,,,10.010000228881836,,,,,10.010000228881836,,,,,10.010000228881836,,,,,10.010000228881836,,,,,2300.0,,,
2024-09-10,,,,10.0,,,,,10.0,,,,,10.0,,,,,10.0,,,,,100.0,,,
2024-09-11,,,,10.005000114440918,,,,,10.010000228881836,,,,,10.0,,,,,10.0,,,,,208500.0,,,
2024-09-12,,,,10.0,,,,,10.0,,,,,10.0,,,,,10.0,,,,,10000.0,,,
2024-09-13,,,,10.010000228881836,,,,,10.010000228881836,,,,,10.010000228881836,,,,,10.010000228881836,,,,,5000.0,,,
2024-09-16,,,,10.010000228881836,,,,,10.010000228881836,,,,,10.0,,,,,10.0,,,,,55400.0,,,
2024-09-17,,,,10.010000228881836,,,,,10.010000228881836,,,,,10.010000228881836,,,,,10.010000228881836,,,,,0.0,,,
2024-09-18,,,,10.0,,,,,10.013999938964844,,,,,10.0,,,,,10.010000228881836,,,,,98500.0,,,
2024-09-19,,,,10.020000457763672,,,,,10.020000457763672,,,,,10.0,,,,,10.0,,,,,183000.0,,,
2024-09-20,,,,10.020000457763672,,,,,10.020000457763672,,,,,10.010000228881836,,,,,10.010000228881836,,,,,8100.0,,,
2024-09-23,,,,10.020000457763672,,,,,10.020000457763672,,,,,10.020000457763672,,,,,10.020000457763672,,,,,0.0,,,
2024-09-24,,,,10.050000190734863,,,,,10.050000190734863,,,,,10.050000190734863,,,,,10.050000190734863,,,,,4100.0,,,
2024-09-25,,,,10.029999732971191,,,,,10.039999961853027,,,,,10.010000228881836,,,,,10.015000343322754,,,,,24800.0,,,
2024-09-26,,,,10.029999732971191,,,,,10.029999732971191,,,,,10.029999732971191,,,,,10.029999732971191,,,,,1700.0,,,
2024-09-27,,,,10.029999732971191,,,,,10.029999732971191,,,,,10.029999732971191,,,,,10.029999732971191,,,,,0.0,,,
2024-09-30,,,,10.029999732971191,,,,,10.029999732971191,,,,,10.029999732971191,,,,,10.029999732971191,,,,,900.0,,,
2024-10-01,,,,10.029999732971191,,,,,10.029999732971191,,,,,10.029999732971191,,,,,10.029999732971191,,,,,100.0,,,
2024-10-02,,,,10.029999732971191,,,,,10.029999732971191,,,,,10.029999732971191,,,,,10.029999732971191,,,,,0.0,,,
2024-10-03,,,,10.039999961853027,,,,,10.039999961853027,,,,,10.029999732971191,,,,,10.039999961853027,,,,,83300.0,,,
2024-10-04,,,,10.050000190734863,,,,,10.069999694824219,,,,,10.020000457763672,,,,,10.029999732971191,,,,,11000.0,,,
2024-10-07,,,,10.050000190734863,,,,,10.050000190734863,,,,,10.050000190734863,,,,,10.050000190734863,,,,,3200.0,,,
2024-10-08,,,,10.050000190734863,,,,,10.050000190734863,,,,,10.050000190734863,,,,,10.050000190734863,,,,,3600.0,,,
2024-10-09,,,,10.029999732971191,,,,,10.039999961853027,,,,,10.029999732971191,,,,,10.039999961853027,,,,,11000.0,,,
2024-10-10,,,,10.029999732971191,,,,,10.029999732971191,,,,,10.029999732971191,,,,,10.029999732971191,,,,,1400.0,,,
2024-10-11,,,,10.029999732971191,,,,,10.029999732971191,,,,,10.029999732971191,,,,,10.029999732971191,,,,,2200.0,,,
2024-10-14,,,,10.031999588012695,,,,,10.031999588012695,,,,,10.031999588012695,,,,,10.031999588012695,,,,,600.0,,,
2024-10-15,,,,10.039999961853027,,,,,10.039999961853027,,,,,10.039999961853027,,,,,10.039999961853027,,,,,25900.0,,,
2024-10-16,,,,10.050000190734863,,,,,10.050000190734863,,,,,10.039999961853027,,,,,10.039999961853027,,,,,3900.0,,,
2024-10-17,,,,10.029999732971191,,,,,10.055000305175781,,,,,10.029999732971191,,,,,10.055000305175781,,,,,23100.0,,,
2024-10-18,,,,10.039999961853027,,,,,10.039999961853027,,,,,10.039999961853027,,,,,10.039999961853027,,,,,25300.0,,,
2024-10-21,,,,10.069999694824219,,,,,10.069999694824219,,,,,10.050000190734863,,,,,10.050000190734863,,,,,1000.0,,,
2024-10-22,,,,10.0600004196167,,,,,10.0600004196167,,,,,10.0600004196167,,,,,10.0600004196167,,,,,200.0,,,
2024-10-23,,,,10.050000190734863,,,,,10.050000190734863,,,,,10.050000190734863,,,,,10.050000190734863,,,,,12300.0,,,
2024-10-24,,,,10.050000190734863,,,,,10.050000190734863,,,,,10.050000190734863,,,,,10.050000190734863,,,,,100.0,,,
2024-10-25,,,,10.100000381469727,,,,,10.100000381469727,,,,,10.050000190734863,,,,,10.079999923706055,,,,,1400.0,,,
2024-10-28,,,,10.0600004196167,,,,,10.0600004196167,,,,,10.0600004196167,,,,,10.0600004196167,,,,,300.0,,,
2024-10-29,,,,10.0600004196167,,,,,10.0600004196167,,,,,10.0600004196167,,,,,10.0600004196167,,,,,200.0,,,
2024-10-30,,,,10.069999694824219,,,,,10.069999694824219,,,,,10.0600004196167,,,,,10.0600004196167,,,,,5000.0,,,
2024-10-31,,,,10.069999694824219,,,,,10.069999694824219,,,,,10.069999694824219,,,,,10.069999694824219,,,,,0.0,,,
2024-11-01,,,,10.0600004196167,,,,,10.0600004196167,,,,,10.0600004196167,,,,,10.0600004196167,,,,,4400.0,,,
2024-11-04,,,,10.069999694824219,,,,,10.069999694824219,,,,,10.0600004196167,,,,,10.0600004196167,,,,,250200.0,,,
2024-11-05,,,,10.069999694824219,,,,,10.069999694824219,,,,,10.069999694824219,,,,,10.069999694824219,,,,,0.0,,,
2024-11-06,,,,10.069999694824219,,,,,10.069999694824219,,,,,10.069999694824219,,,,,10.069999694824219,,,,,300.0,,,
2024-11-07,,,,10.079000473022461,,,,,10.09000015258789,,,,,10.079000473022461,,,,,10.09000015258789,,,,,400.0,,,
2024-11-08,,,,10.109999656677246,,,,,10.119999885559082,,,,,10.079999923706055,,,,,10.079999923706055,,,,,58700.0,,,
2024-11-11,,,,10.130000114440918,,,,,10.135000228881836,,,,,10.119999885559082,,,,,10.130000114440918,,,,,126900.0,,,
2024-11-12,,,,10.149999618530273,,,,,10.170000076293945,,,,,10.125,,,,,10.125,,,,,177600.0,,,
2024-11-13,,,,10.170000076293945,,,,,10.180000305175781,,,,,10.149999618530273,,,,,10.170000076293945,,,,,3700.0,,,
2024-11-14,,,,10.25,,,,,10.279999732971191,,,,,10.170999526977539,,,,,10.180000305175781,,,,,956500.0,,,
2024-11-15,,,,10.25,,,,,10.270000457763672,,,,,10.239999771118164,,,,,10.270000457763672,,,,,6700.0,,,
2024-11-18,,,,10.270000457763672,,,,,10.279999732971191,,,,,10.270000457763672,,,,,10.279999732971191,,,,,1900.0,,,
2024-11-19,,,,10.260000228881836,,,,,10.350000381469727,,,,,10.229999542236328,,,,,10.279999732971191,,,,,66200.0,,,
2024-11-20,,,,10.300000190734863,,,,,10.34000015258789,,,,,10.239999771118164,,,,,10.34000015258789,,,,,461900.0,,,
2024-11-21,,,,10.265000343322754,,,,,10.305000305175781,,,,,10.25,,,,,10.25,,,,,5800.0,,,
2024-11-22,,,,10.25,,,,,10.270000457763672,,,,,10.25,,,,,10.270000457763672,,,,,5900.0,,,
2024-11-25,,,,10.25,,,,,10.25,,,,,10.199999809265137,,,,,10.25,,,,,33600.0,,,
2024-11-26,,,,10.260000228881836,,,,,10.300000190734863,,,,,10.25,,,,,10.25,,,,,3600.0,,,
2024-11-27,,,,10.210000038146973,,,,,10.300000190734863,,,,,10.210000038146973,,,,,10.265000343322754,,,,,11400.0,,,
2024-11-29,,,,10.210000038146973,,,,,10.210000038146973,,,,,10.199999809265137,,,,,10.199999809265137,,,,,1100.0,,,
2024-12-02,,,,10.3100004196167,,,,,10.3100004196167,,,,,10.199999809265137,,,,,10.199999809265137,,,,,500.0,,,
2024-12-03,,,,10.25,,,,,10.3100004196167,,,,,10.25,,,,,10.3100004196167,,,,,3600.0,,,
2024-12-04,,,,10.25,47.62051010131836,,,,10.319999694824219,47.72854063021211,,,,10.222000122070312,46.52717748660709,,,,10.25,46.59236740423675,,,,35800.0,35100.0,,
2024-12-05,,,,10.289999961853027,47.08595657348633,,,,10.319999694824219,48.528522528641034,,,,10.222999572753906,46.9648880513044,,,,10.319999694824219,48.34319486067353,,,,119100.0,75500.0,,
2024-12-06,,,,10.270000457763672,47.995819091796875,,,,10.34000015258789,48.268689520258945,,,,10.265999794006348,47.38396464566211,,,,10.265999794006348,47.38396464566211,,,,3700.0,13700.0,,
2024-12-09,,,,10.25,46.666873931884766,,,,10.350000381469727,48.436320201663236,,,,10.25,46.657559056114835,,,,10.329999923706055,48.436320201663236,,,,2500.0,30900.0,,
2024-12-10,,,,10.25,45.968406677246094,,,,10.265000343322754,46.927632815380626,,,,10.25,45.852926377232016,,,,10.25,46.927632815380626,,,,6600.0,27900.0,,
2024-12-11,,,,10.25100040435791,47.002140045166016,,,,10.350000381469727,47.09526749060413,,,,10.25,46.354894707393456,,,,10.25,46.46199091438885,,,,3400.0,11400.0,,
2024-12-12,,,,10.5,46.680843353271484,,,,10.5,47.290836279215455,,,,10.329999923706055,46.56443227259001,,,,10.350000381469727,47.028215041169275,,,,59600.0,6400.0,,
2024-12-13,,,,10.489999771118164,46.93695068359375,,,,10.5,47.16045797634917,,,,10.359999656677246,46.769318437735,,,,10.5,47.15300820693524,,,,20300.0,10300.0,,
2024-12-16,,,,10.600000381469727,47.97998809814453,,,,10.949999809265137,48.44563238843796,,,,10.260000228881836,47.16976802775749,,,,10.260000228881836,47.33740025646985,,,,3100.0,17600.0,,
2024-12-17,,,,10.46500015258789,47.72854232788086,,,,10.600000381469727,47.952053162407005,,,,10.402000427246094,47.4119040513096,,,,10.600000381469727,47.952053162407005,,,,7200.0,6600.0,,
2024-12-18,,,,10.59000015258789,45.11161804199219,,,,10.59000015258789,47.87754629242642,,,,10.5,44.776357133604314,,,,10.5,47.61585584691173,,,,300.0,11300.0,,
2024-12-19,,,,10.49899959564209,44.18964385986328,,,,10.49899959564209,45.75420895947363,,,,10.49899959564209,44.171948438949755,,,,10.49899959564209,45.75420895947363,,,,500.0,17000.0,,
2024-12-20,,,,10.510000228881836,44.93467712402344,,,,10.510000228881836,45.03711944339324,,,,10.510000228881836,43.77056631770159,,,,10.510000228881836,43.77987764101509,,,,400.0,11500.0,,
2024-12-23,,,,10.621000289916992,44.62734603881836,,,,10.621000289916992,44.860168178551554,,,,10.350000381469727,44.220376235362615,,,,10.350000381469727,44.860168178551554,,,,700.0,9400.0,,
2024-12-24,,,,10.350000381469727,45.8380241394043,,,,10.350000381469727,45.8380241394043,,,,10.350000381469727,44.86016830764381,,,,10.350000381469727,44.86016830764381,,,,200.0,2300.0,,
2024-12-26,,,,10.350000381469727,45.567955017089844,,,,10.380000114440918,45.67970866303547,,,,10.329999923706055,45.223379203083304,,,,10.329999923706055,45.51207641782486,,,,52500.0,9100.0,,
2024-12-27,,,,10.350000381469727,44.64597702026367,,,,10.359999656677246,45.02780522823684,,,,10.319999694824219,44.347964933678966,,,,10.350000381469727,45.02780522823684,,,,17600.0,7200.0,,
2024-12-30,,,,10.390000343322754,43.900943756103516,,,,10.5,44.20827069738736,,,,10.390000343322754,43.36079821888592,,,,10.484000205993652,43.99407474706107,,,,1000.0,8900.0,,
2024-12-31,,,,10.390000343322754,43.32354736328125,,,,10.390000343322754,44.25483599047323,,,,10.390000343322754,43.18385264816878,,,,10.390000343322754,44.25483599047323,,,,0.0,7100.0,,
2025-01-02,,,,10.390000343322754,43.873008728027344,,,,10.390000343322754,43.873008728027344,,,,10.390000343322754,43.46323944969861,,,,10.390000343322754,43.76125508511235,,,,0.0,5600.0,,
2025-01-03,,,,10.350000381469727,45.763519287109375,,,,10.458999633789062,45.763519287109375,,,,10.350000381469727,44.20826909656775,,,,10.350000381469727,44.233414285586555,,,,3900.0,5200.0,,
2025-01-06,,,,10.395999908447266,46.704124450683594,,,,10.46500015258789,46.74603073220963,,,,10.319999694824219,46.331607591726545,,,,10.350000381469727,46.331607591726545,,,,5800.0,6800.0,,
2025-01-07,,,,10.319999694824219,45.66107940673828,10.050000190734863,,,10.449999809265137,46.56443049517153,10.0600004196167,,,10.319999694824219,45.66107940673828,10.039999961853027,,,10.449999809265137,46.56443049517153,10.039999961853027,,,3400.0,5000.0,8408300.0,
2025-01-08,,,,10.319999694824219,45.43757247924805,10.050000190734863,,,10.319999694824219,45.54001479553872,10.069999694824219,,,10.319999694824219,44.79498105981897,10.050000190734863,,,10.319999694824219,45.54001479553872,10.0600004196167,,,0.0,3300.0,466200.0,
2025-01-10,,,,10.350000381469727,44.93467712402344,10.050000190734863,,,10.489999771118164,45.03711944339324,10.069999694824219,,,10.350000381469727,44.431780403072175,10.039999961853027,,,10.489999771118164,44.75773356039284,10.0600004196167,,,800.0,5800.0,189500.0,
2025-01-13,,,,10.350000381469727,44.608726501464844,10.050000190734863,,,10.489999771118164,44.608726501464844,10.059000015258789,,,10.350000381469727,43.62993982734681,10.039999961853027,,,10.489999771118164,43.88231895913692,10.050000190734863,,,400.0,12000.0,119500.0,
2025-01-14,,,,10.350000381469727,45.1954345703125,10.0600004196167,,,10.350000381469727,45.69833126636674,10.069000244140625,,,10.350000381469727,44.95237032069513,10.039999961853027,,,10.350000381469727,45.381693000619705,10.050000190734863,,,100.0,4400.0,14000.0,
2025-01-15,,,,10.350000381469727,46.52717971801758,10.050000190734863,,,10.350000381469727,46.52717971801758,10.050000190734863,,,10.350000381469727,46.20123011423696,10.050000190734863,,,10.350000381469727,46.23848251255024,10.050000190734863,,,1100.0,7100.0,800.0,
2025-01-16,,,,10.399999618530273,46.65755844116211,10.050000190734863,,,10.399999618530273,46.78794183213334,10.050000190734863,,,10.350000381469727,46.378172565677765,10.050000190734863,,,10.350000381469727,46.72647502113134,10.050000190734863,,,108400.0,18200.0,2900.0,
2025-01-17,,,,10.399999618530273,47.411903381347656,10.069999694824219,,,10.399999618530273,47.70991545478194,10.069999694824219,,,10.399999618530273,47.28152354329317,10.050000190734863,,,10.399999618530273,47.28152354329317,10.0600004196167,,,0.0,5100.0,5200.0,
2025-01-21,,,,10.399999618530273,47.30946350097656,10.069999694824219,,,10.470000267028809,47.756481634145125,10.069999694824219,,,10.399999618530273,47.03007761181926,10.050000190734863,,,10.470000267028809,47.756481634145125,10.050000190734863,,,12800.0,11200.0,1200.0,
2025-01-22,,,,10.399999618530273,47.86823654174805,10.069999694824219,,,10.430000305175781,47.86823654174805,10.069999694824219,,,10.399999618530273,47.449155951769704,10.0600004196167,,,10.399999618530273,47.61585741071213,10.0600004196167,,,30700.0,8400.0,5600.0,
2025-01-23,,,,10.399999618530273,48.05448913574219,10.069999694824219,,,10.399999618530273,48.21839825573326,10.069999694824219,,,10.399999618530273,47.57953352477147,10.069999694824219,,,10.399999618530273,47.57953352477147,10.069999694824219,,,0.0,7400.0,299100.0,
2025-01-24,,,,10.399999618530273,48.19325256347656,10.069999694824219,,,10.399999618530273,48.57601151082399,10.069999694824219,,,10.399999618530273,47.95484220718194,10.069999694824219,,,10.399999618530273,48.2779994536017,10.069999694824219,,,0.0,10100.0,0.0,
2025-01-27,,,,10.399999618530273,45.121864318847656,10.0600004196167,,,10.399999618530273,46.69481000251251,10.069999694824219,,,10.399999618530273,44.50628320572253,10.0600004196167,,,10.399999618530273,46.69481000251251,10.0600004196167,,,0.0,26900.0,111400.0,
2025-01-28,,,,10.350000381469727,45.55327224731445,10.0600004196167,,,10.449999809265137,45.67873779715708,10.071999549865723,,,10.350000381469727,44.87769333180422,10.0600004196167,,,10.449999809265137,45.67873779715708,10.071999549865723,,,2500.0,47400.0,800.0,
2025-01-29,,,,10.350000381469727,45.6497802734375,10.0600004196167,,,10.350000381469727,45.76559264049764,10.0600004196167,,,10.350000381469727,45.167224448810025,10.0600004196167,,,10.350000381469727,45.63047759865935,10.0600004196167,,,0.0,28400.0,0.0,
2025-01-30,,,,10.350000381469727,46.74325180053711,10.050000190734863,,,10.350000381469727,47.0105881430844,10.0649995803833,,,10.350000381469727,46.30605707205731,10.050000190734863,,,10.350000381469727,46.30605707205731,10.050000190734863,,,700.0,39200.0,9200.0,
2025-01-31,,,,10.329999923706055,46.545406341552734,10.050000190734863,,,10.399999618530273,47.42558697895921,10.050000190734863,,,10.329999923706055,46.441172631602925,10.050000190734863,,,10.390000343322754,47.10710204159595,10.050000190734863,,,1700.0,37700.0,3700.0,
2025-02-03,,,,10.260000228881836,46.42959213256836,10.0600004196167,,,10.345000267028809,46.57049834275777,10.079999923706055,,,10.260000228881836,44.77152810712626,10.0600004196167,,,10.270000457763672,45.09001671348233,10.079999923706055,,,11600.0,31600.0,10000.0,
2025-02-04,,,,10.300000190734863,46.60234451293945,10.0600004196167,,,10.3149995803833,46.82721717422631,10.069999694824219,,,10.260000228881836,46.36396402921871,10.0600004196167,,,10.260000228881836,46.36396402921871,10.0600004196167,,,15400.0,22200.0,5400.0,
2025-02-05,,,,10.350000381469727,46.75000762939453,10.09000015258789,,,10.354000091552734,46.93338120159047,10.100000381469727,,,10.350000381469727,46.51838289198016,10.069999694824219,,,10.350000381469727,46.78861297949987,10.069999694824219,,,7900.0,19700.0,361100.0,
2025-02-06,,,,10.449999809265137,46.82721710205078,10.100000381469727,,,10.449999809265137,48.23627920947822,10.100000381469727,,,10.359999656677246,46.37457803571218,10.069999694824219,,,10.359999656677246,47.01058698783094,10.09000015258789,,,5200.0,16600.0,142900.0,
2025-02-07,,,,10.538000106811523,46.87354278564453,10.109999656677246,,,10.538000106811523,47.75372339166032,10.109999656677246,,,10.449999809265137,46.778962257489994,10.09000015258789,,,10.449999809265137,47.75372339166032,10.09000015258789,,,2000.0,10500.0,173500.0,
2025-02-10,,,,10.399999618530273,47.30012130737305,10.119999885559082,,,10.614999771118164,47.54139922477399,10.140000343322754,,,10.399999618530273,47.05015847470189,10.109999656677246,,,10.614999771118164,47.25186646021463,10.119999885559082,,,1600.0,27900.0,359300.0,
2025-02-11,,,,10.399999618530273,46.4122200012207,10.116999626159668,,,10.399999618530273,47.203611270015855,10.119999885559082,,,10.300000190734863,46.4122200012207,10.109999656677246,,,10.359999656677246,47.049193551265795,10.109999656677246,,,5000.0,24200.0,47600.0,
2025-02-12,,,,10.449999809265137,46.61489486694336,10.140000343322754,,,10.739999771118164,46.721057744124174,10.149999618530273,,,10.399999618530273,45.8235035590978,10.119999885559082,,,10.449999809265137,45.948969112275954,10.149999618530273,,,2400.0,23100.0,135400.0,
2025-02-13,,,,10.449999809265137,47.48349380493164,10.135000228881836,,,10.449999809265137,47.60895934998777,10.135000228881836,,,10.449999809265137,46.372649355895696,10.119999885559082,,,10.449999809265137,46.66314669539081,10.130000114440918,,,0.0,25500.0,267000.0,
2025-02-14,,,,10.449999809265137,47.77302932739258,10.140000343322754,,,10.449999809265137,47.90814437683686,10.149999618530273,,,10.449999809265137,47.531751401496656,10.119999885559082,,,10.449999809265137,47.72477447853519,10.130000114440918,,,0.0,23900.0,38300.0,
2025-02-18,,,,10.430000305175781,47.628257751464844,10.130000114440918,,,10.458999633789062,47.97569852939111,10.140000343322754,,,10.40999984741211,47.38697984252812,10.130000114440918,,,10.458999633789062,47.97569852939111,10.140000343322754,,,3800.0,33500.0,1300.0,
2025-02-19,,,,10.399999618530273,47.33872604370117,10.140000343322754,,,10.5,47.69581632597219,10.140000343322754,,,10.399999618530273,47.309773872103435,10.140000343322754,,,10.5,47.5993066329072,10.140000343322754,,,800.0,22700.0,14000.0,
2025-02-20,,,,10.390000343322754,47.010589599609375,10.109999656677246,,,10.449999809265137,47.50279862387309,10.140000343322754,,,10.390000343322754,46.70175415292227,10.109999656677246,,,10.449999809265137,47.50279862387309,10.140000343322754,,,1400.0,45700.0,5200.0,
2025-02-21,,,,10.380000114440918,44.6943244934082,10.100000381469727,,,10.449999809265137,47.04919573399724,10.140000343322754,,,10.380000114440918,44.684671314633526,10.100000381469727,,,10.380000114440918,47.04919573399724,10.140000343322754,,,2300.0,45500.0,12000.0,
2025-02-24,,,,10.399999618530273,43.652000427246094,10.119999885559082,,,10.399999618530273,44.92594753813706,10.140000343322754,,,10.399999618530273,43.3238623119191,10.119999885559082,,,10.399999618530273,44.92594753813706,10.140000343322754,,,78200.0,60400.0,50900.0,
2025-02-25,,,,10.3100004196167,41.810001373291016,10.100000381469727,,,10.350000381469727,43.5,10.119999885559082,,,10.3100004196167,41.18000030517578,10.09000015258789,,,10.350000381469727,43.5,10.119999885559082,,,700.0,46700.0,116500.0,
2025-02-26,,,,10.3100004196167,42.040000915527344,10.100000381469727,,,10.3100004196167,42.619998931884766,10.109999656677246,,,10.3100004196167,41.650001525878906,10.09000015258789,,,10.3100004196167,42.0099983215332,10.109999656677246,,,200.0,25600.0,10300.0,
2025-02-27,,,,10.350000381469727,41.15999984741211,10.095000267028809,,,10.350000381469727,43.22999954223633,10.100000381469727,,,10.350000381469727,41.119998931884766,10.079999923706055,,,10.350000381469727,43.040000915527344,10.100000381469727,,,200.0,27800.0,19800.0,
2025-02-28,,,,10.279999732971191,42.209999084472656,10.095000267028809,,,10.3100004196167,42.25600051879883,10.095000267028809,,,10.279999732971191,40.599998474121094,10.095000267028809,,,10.3100004196167,40.650001525878906,10.095000267028809,,,2500.0,20400.0,0.0,
2025-03-03,,,,10.350000381469727,40.880001068115234,10.100000381469727,,,10.390000343322754,43.38999938964844,10.140000343322754,,,10.3100004196167,40.5,10.085000038146973,,,10.3100004196167,43.380001068115234,10.140000343322754,,,2600.0,30100.0,9800.0,
2025-03-04,,,,10.300000190734863,40.540000915527344,10.109999656677246,,,10.378999710083008,41.400001525878906,10.140000343322754,,,10.281999588012695,38.900001525878906,10.100000381469727,,,10.378999710083008,40.0,10.100000381469727,,,5600.0,18600.0,6900.0,
2025-03-05,,,,10.345000267028809,41.76499938964844,10.100000381469727,,,10.350000381469727,41.810001373291016,10.140000343322754,,,10.279999732971191,40.36000061035156,10.097000122070312,,,10.279999732971191,40.95000076293945,10.140000343322754,,,151000.0,9100.0,55700.0,
2025-03-06,,,,10.345000267028809,40.119998931884766,10.100000381469727,,,10.345000267028809,41.2869987487793,10.109999656677246,,,10.345000267028809,40.0,10.100000381469727,,,10.345000267028809,40.790000915527344,10.109999656677246,,,0.0,17100.0,170600.0,
2025-03-07,,,,10.3100004196167,40.9900016784668,10.109999656677246,,,10.329999923706055,41.04999923706055,10.131999969482422,,,10.3100004196167,39.50899887084961,10.09000015258789,,,10.3100004196167,40.189998626708984,10.131999969482422,,,4000.0,21200.0,148900.0,
2025-03-10,,,,10.3100004196167,37.88999938964844,10.100000381469727,,,10.390000343322754,39.90999984741211,10.119999885559082,,,10.3100004196167,37.209999084472656,10.100000381469727,,,10.390000343322754,39.90999984741211,10.119999885559082,,,3800.0,33000.0,129800.0,
2025-03-11,,,,10.350000381469727,38.59000015258789,10.119999885559082,,,10.350000381469727,38.97999954223633,10.119999885559082,,,10.350000381469727,37.361000061035156,10.09000015258789,,,10.350000381469727,37.88999938964844,10.100000381469727,,,900.0,16100.0,26300.0,
2025-03-12,,,,10.350000381469727,39.380001068115234,10.140000343322754,,,10.350000381469727,39.59000015258789,10.140000343322754,,,10.34000015258789,38.56999969482422,10.140000343322754,,,10.34000015258789,39.58000183105469,10.140000343322754,,,1800.0,33000.0,100.0,
2025-03-13,,,,10.350000381469727,38.310001373291016,10.140000343322754,,,10.350000381469727,39.34000015258789,10.140000343322754,,,10.350000381469727,38.2400016784668,10.140000343322754,,,10.350000381469727,39.29999923706055,10.140000343322754,,,0.0,11200.0,200.0,
2025-03-14,,,,10.350000381469727,39.93000030517578,10.119999885559082,,,10.350000381469727,39.93000030517578,10.140000343322754,,,10.350000381469727,39.0,10.109999656677246,,,10.350000381469727,39.06999969482422,10.109999656677246,,,28600.0,17300.0,1100.0,
2025-03-17,,,,10.350000381469727,40.33000183105469,10.130000114440918,,,10.390000343322754,40.64899826049805,10.145000457763672,,,10.350000381469727,39.5099983215332,10.119999885559082,,,10.390000343322754,39.83000183105469,10.130000114440918,,,2000.0,15500.0,102600.0,
2025-03-18,,,,10.399999618530273,39.25,10.140000343322754,,,10.399999618530273,39.88999938964844,10.140000343322754,,,10.350000381469727,39.21500015258789,10.119999885559082,,,10.350000381469727,39.88999938964844,10.140000343322754,,,2200.0,12700.0,176300.0,
2025-03-19,,,,10.399999618530273,40.33000183105469,10.1899995803833,,,10.399999618530273,40.500999450683594,10.1899995803833,,,10.33899974822998,39.25,10.130000114440918,,,10.380000114440918,39.4900016784668,10.149999618530273,,,1000.0,15300.0,129000.0,
2025-03-20,,,,10.5,40.29999923706055,10.180000305175781,,,10.5,40.698001861572266,10.180000305175781,,,10.5,40.03499984741211,10.180000305175781,,,10.386199951171875,40.08000183105469,10.170000076293945,,,2.0,12700.0,1.0,
2025-03-21,,,,,39.61000061035156,,,,,39.869998931884766,,,,,39.599998474121094,,,,,39.869998931884766,,,,,6318.0,,
